Item Name,Quantity,Measure,Wgt (g),Cals (kcal),FatCals (kcal),SatCals (kcal),Prot (g),Carb (g),TotFib (g),TotSolFib (g),Sugar (g),MonSac (g),Disacc (g),OCarb (g),Fat (g),SatFat (g),MonoFat (g),PolyFat (g),TransFat (g),Chol (mg),Water (g),Vit A-IU (IU),Vit A-RAE (mcg),Caroten (mcg),Retinol (mcg),BetaCaro (mcg),Vit B1 (mg),Vit B2 (mg),Vit B3 (mg),Vit B3-NE (mg),Vit B6 (mg),Vit B12 (mcg),Biot (mcg),Vit C (mg),Vit D-IU (IU),Vit D-mcg (mcg),Vit E-a-Toco (mg),Folate (mcg),Fol_DFE (mcg DFE),Vit K (mcg),Panto (mg),Calc (mg),Chrom (mcg),Copp (mg),Fluor (mg),Iodine (mcg),Iron (mg),Magn (mg),Mang (mg),Moly (mcg),Phos (mg),Pot (mg),Sel (mcg),Sod (mg),Zinc (mg),Omega3 (g),Omega6 (g),Alc (g),Caff (mg),Chln (mg)
"    lemon juice, fresh",0.002469,Cup,0.6,0.13,0.01,0,0,0.04,0,0,0.02,0.01,0,0.02,0,0,0,0,0,0,0.56,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0.23,0,0,0,0.12,0.12,0,0,0.04,0,0,0,0,0,0.04,0,0,0.05,0.62,0,0.01,0,0,0,0,0,0.03
"    zucchini, fresh, with skin",0.962963,Ounce-weight,27.3,4.64,0.79,0.21,0.33,0.85,0.24,0.03,0.61,0.59,0.01,0,0.09,0.02,0,0.02,0,0,25.88,54.6,2.73,5.46,0,32.76,0.01,0.03,0.12,0.17,0.04,0,0,4.89,0,0,0.03,6.55,6.55,1.17,0.06,4.37,0,0.01,0,0,0.1,4.91,0.05,3.28,10.37,71.25,0.05,2.18,0.09,0.02,0.01,0,0,2.59
    Alvarado Street Bakery Sprouted Whole Wheat Tortilla,62,Gram,62,169.77,26.12,3.21,6.95,30.43,4.67,0,0.82,0,0,0,2.9,0.36,1.7,0.7,0,0,0,0,2.41,0,0,0.11,0.12,0.03,0,1.5,0.08,0,0,0,0,0,0.55,0,10.86,0.51,0.25,14.68,0,0.12,0.01,0,1.41,56.45,1.08,0,0,145.11,18.96,323.34,0.73,0,0,0,0,0
    sea salt,0.016,ounce-weight,0.453592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.792,,,,,,
Total,1,Serving,502.95,463.16,122.83,22.87,26.81,64.87,10.5,0.1,16.4,5.75,0.03,5.97,13.7,2.54,5.96,3.98,0,0,212.23,1574.46,81.14,157.45,0,863.69,0.29,0.74,5.74,10.49,0.51,0.13,0,91.16,2.46,0.08,1.91,67.54,78.4,31.44,1.89,177.16,0.17,1,0.01,0.22,5.88,144.15,2.51,5.73,312.88,1456.91,40.63,763,2.74,0.23,3.05,0,0,24.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chickpea Caesar Salad,1,Serving,307.99,446.02,196.66,26.7,20.52,44.76,11.79,4.07,9.53,1.64,0.27,23.38,22.11,2.97,12.53,5.43,0,0,210.42,4576.62,228.95,457.66,0,2698.48,0.34,0.21,1.8,3.46,0.49,0,0.27,106.03,0,0,4.28,327.33,327.33,407.36,1.12,193.97,0.08,0.98,0.01,0,4.79,78.56,8.54,7.22,210.89,887.57,2.53,723.7,1.86,0.29,2.57,0,0,49.32
"    chickpeas, dry",1.27273,Ounce-weight,36.08,136.39,19.61,1.96,7.39,22.71,4.4,1.58,3.86,0,0,14.45,2.18,0.22,0.5,0.99,0,0,2.77,24.17,1.21,2.42,0,14.43,0.17,0.08,0.56,1.76,0.19,0,0,1.44,0,0,0.3,200.97,200.97,3.25,0.57,20.57,0,0.24,0,0,1.56,28.5,7.69,0,90.92,259.06,0,8.66,1,0.04,0.95,0,0,35.83
"    parsnips, fresh, sliced",1.81818,Ounce-weight,51.54,38.66,1.39,0.23,0.62,9.27,2.53,0.77,2.47,0,0,4.27,0.15,0.03,0.06,0.02,0,0,40.99,0,0,0,0,0,0.05,0.03,0.36,0.36,0.05,0,0.05,8.76,0,0,0.77,34.53,34.53,11.6,0.31,18.56,0,0.06,0,0,0.3,14.95,0.29,2.58,36.6,193.29,0.93,5.15,0.3,0,0.02,0,0,0
"    kale, fresh, chopped",1.45455,Ounce-weight,41.24,20.21,3.45,0.34,1.76,3.61,1.48,0.59,0.93,0,0,1.19,0.38,0.04,0.02,0.14,0,0,34.65,4119.44,205.97,411.94,0,2444.04,0.05,0.05,0.41,0.41,0.11,0,0.21,49.48,0,0,0.64,58.14,58.14,290.63,0.04,61.85,0,0.62,0,0,0.61,19.38,0.27,2.06,37.94,202.47,0.37,15.67,0.23,0.07,0.06,0,0,0.33
"    brussels sprouts, fresh",1.81818,Ounce-weight,51.54,22.16,1.39,0.29,1.74,4.61,1.96,1.03,1.13,0.9,0.24,1.52,0.15,0.03,0.01,0.08,0,0,44.33,388.65,19.43,38.86,0,231.95,0.07,0.05,0.38,0.7,0.11,0,0,43.81,0,0,0.45,31.44,31.44,91.23,0.16,21.65,0,0.04,0,0,0.72,11.86,0.17,2.58,35.57,200.51,0.82,12.89,0.22,0.05,0.02,0,0,9.85
"    garlic cloves, fresh",0.036364,Ounce-weight,1.03,1.54,0.05,0.01,0.07,0.34,0.02,0,0.01,0,0,0.31,0.01,0,0,0,0,0,0.6,0.09,0,0.01,0,0.05,0,0,0.01,0.02,0.01,0,0,0.32,0,0,0,0.03,0.03,0.02,0.01,1.87,0,0,0,0,0.02,0.26,0.02,0,1.58,4.13,0.15,0.18,0.01,0,0,0,0,0.24
    miso,0.181818,Tablespoon,3.13,6.19,1.69,0.29,0.4,0.79,0.17,0.08,0.19,0.19,0.01,0.43,0.19,0.03,0.03,0.09,0,0,1.34,2.72,0.14,0.27,0,1.63,0,0.01,0.03,0.11,0.01,0,0,0,0,0,0,0.59,0.59,0.92,0.01,1.78,0,0.01,0,0,0.08,1.5,0.03,0,4.97,6.56,0.22,116.5,0.08,0.01,0.08,0,0,2.26
"    lemon juice, fresh",0.363636,Tablespoon,5.55,1.22,0.12,0.02,0.02,0.38,0.02,0.01,0.14,0.12,0.02,0.23,0.01,0,0,0,0,0,5.12,0.33,0.02,0.03,0,0.06,0,0,0.01,0.01,0,0,0.02,2.15,0,0,0.01,1.11,1.11,0,0.01,0.33,0,0,0,0,0,0.33,0,0,0.44,5.71,0.01,0.06,0,0,0,0,0,0.28
"    vinegar, balsamic",0.181818,Tablespoon,2.91,2.56,0,0,0.01,0.5,0,0,0.43,0.43,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0.02,0.35,0,0,0.55,3.26,0,0.67,0,0,0,0,0,0
"    mustard, dijon",0.181818,Tablespoon,2.73,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.45,0,0,0,0,0,0
"    plum paste, pickled, umeboshi",0.272727,Teaspoon,1.64,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,92.73,0,0,0,0,0,0
"    soy sauce, tamari",0.181818,Teaspoon,1.09,0.65,0.01,0,0.11,0.06,0.01,0,0.02,0,0,0.03,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0,0.2,0.2,0,0,0.22,0,0,0,0,0.03,0.44,0.01,0,1.42,2.31,0.01,60.94,0,0,0,0,0,0.42
"    tofu, extra firm, Nasoya",0.181818,Pound,82.47,80.82,38.6,5.2,8.33,2.14,1.07,0,0.33,0,0,0.74,4.29,0.58,1.15,2.56,0,0,66.72,30.51,1.65,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5,0,0,0,0,1.32,0,0,0,0,0,0,3.3,0,0,0,0,0,0
"    oil, olive",1.09091,Tablespoon,14.73,130.19,130.19,18.3,0,0,0,0,0,0,0,0,14.73,2.03,10.75,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,8.87,0,0.15,0,0,0,0,0.08,0,0,0,0,0.15,0,0.29,0,0.11,1.44,0,0,0.04
"    seaweed, nori, fresh",0.090909,Teaspoon,0.15,0.05,0,0,0.01,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.13,7.88,0.39,0.79,0,4.73,0,0,0,0,0,0,0,0.06,0,0,0,0.22,0.22,0.01,0,0.11,0,0,0,0,0,0,0,0.01,0.09,0.54,0,0.07,0,0,0,0,0,0.02
"    black pepper, ground",0.018182,Ounce-weight,0.52,1.29,0.15,0.06,0.05,0.33,0.13,0,0,0,0,0.2,0.02,0.01,0,0.01,0,0,0.06,2.82,0.14,0.28,0,1.6,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0.09,0.09,0.84,0.01,2.28,0.08,0.01,0,0,0.05,0.88,0.07,0,0.81,6.85,0.03,0.1,0.01,0,0,0,0,0.06
"    water, tap",0.363636,Fluid ounce,10.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.01,0,0,0.11,0,0,0,0,0,0.43,0,0,0,0,0,0
    sea salt,0.031,ounce-weight,0.8788345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.597,,,,,,
Total,1,Serving,307.99,446.02,196.66,26.7,20.52,44.76,11.79,4.07,9.53,1.64,0.27,23.38,22.11,2.97,12.53,5.43,0,0,210.42,4576.62,228.95,457.66,0,2698.48,0.34,0.21,1.8,3.46,0.49,0,0.27,106.03,0,0,4.28,327.33,327.33,407.36,1.12,193.97,0.08,0.98,0.01,0,4.79,78.56,8.54,7.22,210.89,887.57,2.53,723.7,1.86,0.29,2.57,0,0,49.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Croutons,1,Serving,25.66,75.42,32.15,2.89,2.86,9.73,2.24,0,0.02,0.01,0,7.48,3.61,0.32,1.65,0.24,0,0,0.05,5.78,0.29,0.58,0,3.27,0.17,0.14,0.66,0.68,0.09,0.24,0.19,0.01,0,0,0.39,1.32,1.32,6.87,0.01,9.22,0,0.01,0,0,1.05,2.68,0.04,0,3.06,80.32,0.03,44.02,0.05,0.02,0.22,0,0,0.26
"    bread, sprouted whole grain & seed, Ezekiel 4:9",0.666667,Slice,22.67,53.33,12,0,2.67,9.33,2,0,0,0,0,7.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,66.67,0,43.33,0,0,0,0,0,0
    garlic powder,0.020833,Teaspoon,0.06,0.21,0,0,0.01,0.05,0.01,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0.05,0,0,0,0,0,0.05,0,0,0.27,0.77,0.02,0.04,0,0,0,0,0,0.04
    nutritional yeast,0.166667,Teaspoon,0.21,0.8,0.08,0.01,0.11,0.08,0.04,0,0,0,0,0.03,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.16,0.14,0.64,0.64,0.08,0.24,0.19,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.01,0.31,0,0,1.8,3.67,0,0.36,0.03,0,0,0,0,0
"    oil, olive",0.166667,Tablespoon,2.25,19.89,19.89,2.8,0,0,0,0,0,0,0,0,2.25,0.31,1.64,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,1.35,0,0.02,0,0,0,0,0.01,0,0,0,0,0.02,0,0.04,0,0.02,0.22,0,0,0.01
"    basil, dried, leaves",0.008333,Ounce-weight,0.24,0.55,0.09,0.05,0.05,0.11,0.09,0,0,0,0,0.02,0.01,0.01,0,0,0,0,0.02,1.76,0.09,0.18,0,0.89,0,0,0.01,0.02,0,0,0,0,0,0,0.03,0.73,0.73,4.05,0,5.29,0,0,0,0,0.21,1.68,0.02,0,0.65,6.21,0.01,0.18,0.02,0,0,0,0,0.13
"    oregano, dried, leaves",0.008333,Ounce-weight,0.24,0.63,0.09,0.03,0.02,0.16,0.1,0,0.01,0.01,0,0.05,0.01,0,0,0,0,0,0.02,4.02,0.2,0.4,0,2.38,0,0,0.01,0.02,0,0,0,0.01,0,0,0.04,0.56,0.56,1.47,0,3.77,0,0,0,0,0.09,0.64,0.01,0,0.35,2.98,0.01,0.06,0.01,0,0,0,0,0.08
Total,1,Serving,25.66,75.42,32.15,2.89,2.86,9.73,2.24,0,0.02,0.01,0,7.48,3.61,0.32,1.65,0.24,0,0,0.05,5.78,0.29,0.58,0,3.27,0.17,0.14,0.66,0.68,0.09,0.24,0.19,0.01,0,0,0.39,1.32,1.32,6.87,0.01,9.22,0,0.01,0,0,1.05,2.68,0.04,0,3.06,80.32,0.03,44.02,0.05,0.02,0.22,0,0,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato & Cannellini Bean Soup,1,Serving,483.05,318.45,25.09,4.16,17.16,57.77,20.98,4.95,8.51,3.59,1.46,4.3,2.82,0.46,1.23,0.59,0,0,121.8,6353.2,317.66,635.32,0,2422.5,0.53,0.2,1.7,4.58,0.42,0,3.56,17.93,0,0,1.17,303.93,265.81,103.65,0.76,161.01,0.13,0.5,0.02,0.84,6.99,147.75,1.21,3.48,321.46,1447.86,8.76,770,2.06,0.17,0.43,0,0,10.39
"    oil, olive",0.007143,Cup,1.54,13.64,13.64,1.92,0,0,0,0,0,0,0,0,1.54,0.21,1.13,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.93,0,0.02,0,0,0,0,0.01,0,0,0,0,0.02,0,0.03,0,0.01,0.15,0,0,0
"    onion, white, fresh, chopped",0.092857,Pound,42.12,16.85,0.38,0.16,0.46,3.93,0.72,0,1.79,1.37,0.42,1.43,0.04,0.02,0.01,0.01,0,0,37.53,0.84,0.04,0.08,0,0.42,0.02,0.01,0.05,0.15,0.05,0,1.47,3.12,0,0,0.01,8,8,0.17,0.05,9.69,0,0.02,0,0.84,0.09,4.21,0.05,2.11,12.21,61.49,0.21,1.68,0.07,0,0.01,0,0,2.57
"    garlic, minced",0.057143,Ounce-weight,1.62,4.86,1.46,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    carrots, fresh, chopped",0.971429,Ounce-weight,27.54,11.29,0.59,0.09,0.26,2.64,0.77,0.32,1.31,0.31,0.99,0.56,0.07,0.01,0,0.03,0,0,24.31,4600.76,230.04,460.08,0,2281.65,0.02,0.02,0.27,0.3,0.04,0,0.08,1.62,0,0,0.18,5.23,5.23,3.64,0.08,9.09,0.11,0.01,0,0,0.08,3.3,0.04,1.38,9.64,88.13,0.03,19,0.07,0,0.03,0,0,2.42
"    cumin seeds, ground",0.008929,Ounce-weight,0.25,1.13,0.53,0,0.05,0.1,0.09,0,0,0,0,0,0.06,0,0,0,0,0,0.03,1.14,0.06,0.11,0,0.68,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,2.1,0,0,0,0,0.09,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"    tomatoes, crushed, canned",1.71429,Ounce-weight,48.6,18.07,0,0,0.8,3.61,1.2,0,1.61,0,0,0.8,0,0,0,0,0,0,0,200.82,10.04,20.08,0,0,0,0,0,0,0,0,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,148.61,0,92.38,0,0,0,0,0,0
"    tomato sauce, canned",1.71429,Fluid ounce,52.5,12.6,1.42,0.19,0.63,2.79,0.79,0,1.87,1.83,0.04,0.13,0.16,0.02,0.02,0.06,0,0,47.92,228.38,11.42,22.84,0,135.98,0.01,0.03,0.52,0.6,0.05,0,2,3.68,0,0,0.76,4.73,4.73,1.47,0.16,7.35,0,0.06,0.02,0,0.5,7.88,0.06,0,14.18,155.93,0.32,248.85,0.12,0,0.06,0,0,5.2
"    broth, vegetable, organic",7.42857,Fluid ounce,219.69,18.57,0,0,0.93,3.71,0.93,0,1.86,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    bay leaf, dried",0.002571,Ounce-weight,0.07,0.23,0.05,0.01,0.01,0.05,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,4.51,0.23,0.45,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.13,0.13,0,0,0.61,0,0,0,0,0.03,0.09,0.01,0,0.08,0.39,0,0.02,0,0,0,0,0,0
"    sage, fresh",0.008929,Ounce-weight,0.25,0.3,0.1,0,0.01,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0.17,5.44,0.27,0.54,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0.4,0.02,0,0.08,0.99,0,0.01,0,0,0,0,0,0
"    spinach, baby, fresh",0.714286,Ounce-weight,20.25,4.76,0,0,0.48,0.71,0.48,0,0,0,0,0.24,0,0,0,0,0,0,0,1310.27,65.51,131.03,0,0,0,0,0,0,0,0,0,5.72,0,0,0,38.12,0,97.2,0,19.06,0,0,0,0,0.64,14.29,0.19,0,0,0,0,15.49,0,0,0,0,0,0
"    lemon juice, fresh",0.014286,Cup,3.49,0.77,0.08,0.01,0.01,0.24,0.01,0,0.09,0.07,0.01,0.14,0.01,0,0,0,0,0,3.22,0.21,0.01,0.02,0,0.03,0,0,0,0,0,0,0.01,1.35,0,0,0.01,0.7,0.7,0,0,0.21,0,0,0,0,0,0.21,0,0,0.28,3.59,0,0.03,0,0,0,0,0,0.18
"    black pepper, ground",0.005357,Ounce-weight,0.15,0.38,0.04,0.02,0.02,0.1,0.04,0,0,0,0,0.06,0,0,0,0,0,0,0.02,0.83,0.04,0.08,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.25,0,0.67,0.02,0,0,0,0.01,0.26,0.02,0,0.24,2.02,0.01,0.03,0,0,0,0,0,0.02
"    beans, small white, dry",2.25714,Ounce-weight,63.99,215,6.8,1.75,13.51,39.83,15.93,4.62,0,0,0,0,0.76,0.19,0.07,0.32,0,0,7.49,0,0,0,0,0,0.48,0.13,0.86,3.52,0.28,0,0,0,0,0,0,247,247,0,0.47,110.7,0,0.41,0,0,4.95,117.1,0.82,0,284.75,986.71,8.19,7.68,1.8,0.15,0.18,0,0,0
    sea salt,0.035,ounce-weight,0.9922325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.545,,,,,,
Total,1,Serving,483.05,318.45,25.09,4.16,17.16,57.77,20.98,4.95,8.51,3.59,1.46,4.3,2.82,0.46,1.23,0.59,0,0,121.8,6353.2,317.66,635.32,0,2422.5,0.53,0.2,1.7,4.58,0.42,0,3.56,17.93,0,0,1.17,303.93,265.81,103.65,0.76,161.01,0.13,0.5,0.02,0.84,6.99,147.75,1.21,3.48,321.46,1447.86,8.76,770,2.06,0.17,0.43,0,0,10.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chickpea & Maitake Tacos,1,Serving,380.99,512.52,239.34,36.87,18.56,48.29,10.51,1.3,12.31,3.89,0.93,25.47,26.63,4.1,14.47,4.72,0,0,244.83,943.6,47.18,94.36,0,12.35,0.35,0.39,9,10.86,0.29,0,1.77,18.72,1446.79,36.2,0.57,222.96,201.62,58.56,0.88,78.45,0,0.55,0.05,1.01,5.53,50.1,6.56,2.54,184.66,549.48,3.09,756.2,1.88,0.05,1.11,0,0,98.34
"    chickpeas, dry",1.04444,Ounce-weight,29.61,111.92,16.1,1.61,6.06,18.64,3.61,1.3,3.17,0,0,11.86,1.79,0.18,0.41,0.81,0,0,2.27,19.84,0.99,1.98,0,11.84,0.14,0.06,0.46,1.44,0.16,0,0,1.18,0,0,0.24,164.92,164.92,2.66,0.47,16.88,0,0.19,0,0,1.28,23.39,6.31,0,74.62,212.6,0,7.11,0.82,0.03,0.78,0,0,29.4
"    mushrooms, maitake, fresh, diced",4.54444,Ounce-weight,128.83,39.94,2.2,0.35,2.5,8.98,3.48,0,2.67,2.24,0.43,2.83,0.24,0.04,0.04,0.12,0,0,116.43,0,0,0,0,0,0.19,0.31,8.48,9.24,0.07,0,0,0,1446.79,36.2,0.01,27.05,27.05,0,0.35,1.29,0,0.32,0,0,0.39,12.88,0.08,0,95.34,262.82,2.83,1.29,0.97,0,0.12,0,0,65.83
"    poblano peppers, fresh, sliced",0.05,Pound,22.68,6.3,1.13,0,0.25,1.26,0.5,0,0.76,0,0,0,0.13,0,0,0,0,0,0,189,9.45,18.9,0,0,0,0,0,0,0,0,0,10.58,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0
"    onion, white, fresh, chopped",1.78889,Ounce-weight,50.71,20.29,0.46,0.19,0.56,4.74,0.86,0,2.15,1.65,0.5,1.72,0.05,0.02,0.01,0.01,0,0,45.19,1.01,0.05,0.1,0,0.51,0.02,0.01,0.06,0.18,0.06,0,1.77,3.75,0,0,0.01,9.64,9.64,0.2,0.06,11.66,0,0.02,0,1.01,0.11,5.07,0.07,2.54,14.71,74.04,0.25,2.03,0.09,0,0.01,0,0,3.09
"    garlic, minced",0.322222,Ounce-weight,9.13,27.4,8.22,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"    spinach, baby, fresh",0.4,Ounce-weight,11.34,2.67,0,0,0.27,0.4,0.27,0,0,0,0,0.13,0,0,0,0,0,0,0,733.75,36.69,73.38,0,0,0,0,0,0,0,0,0,3.2,0,0,0,21.35,0,54.43,0,10.67,0,0,0,0,0.36,8,0.11,0,0,0,0,8.67,0,0,0,0,0,0
"    oil, olive",0.155556,Tablespoon,2.1,18.56,18.56,2.61,0,0,0,0,0,0,0,0,2.1,0.29,1.53,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1.26,0,0.02,0,0,0,0,0.01,0,0,0,0,0.02,0,0.04,0,0.02,0.21,0,0,0.01
"    water, tap",1.24444,Fluid ounce,36.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0.03,0,0,0.37,0,0,0,0,0,1.47,0,0,0,0,0,0
"    cashews, raw, whole",1.76196,Ounce-weight,49.95,285.43,192.67,32.11,8.92,14.27,1.78,0,3.57,0,0,8.92,21.41,3.57,12.49,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.68,0,0,0,0,3.21,0,0,0,0,0,0,8.92,0,0,0,0,0,0
"    water, tap",0.160178,Cup,37.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0.03,0,0,0.38,0,0,0,0,0,1.52,0,0,0,0,0,0
    sea salt,0.066,ounce-weight,1.871067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.142,,,,,,
Total,1,Serving,380.99,512.52,239.34,36.87,18.56,48.29,10.51,1.3,12.31,3.89,0.93,25.47,26.63,4.1,14.47,4.72,0,0,244.83,943.6,47.18,94.36,0,12.35,0.35,0.39,9,10.86,0.29,0,1.77,18.72,1446.79,36.2,0.57,222.96,201.62,58.56,0.88,78.45,0,0.55,0.05,1.01,5.53,50.1,6.56,2.54,184.66,549.48,3.09,756.2,1.88,0.05,1.11,0,0,98.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn Tortillas,1,Serving,37,80,9,0,2,16,2,0,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"    tortilla, yellow corn, 6""",2,Each,37,80,9,0,2,16,2,0,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Total,1,Serving,37,80,9,0,2,16,2,0,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasta Al Forno,1,Serving,506.05,436.99,78.16,12.06,24.02,66.01,12.23,0.79,11.59,3.28,0.3,39.52,8.68,1.34,4.62,1.33,0,0,337.56,6724.9,336.24,672.49,0,245.06,1.67,1.45,6.94,7.77,1.11,2.25,2.63,105.44,0,0,0.54,207.55,100.82,283.15,0.65,197.39,0.05,0.19,0.01,0.5,5.95,96.88,1.08,17.68,138.55,1270.23,3.16,766.5,1.15,0.17,0.25,0,0,14.36
"    pasta, penne, lentil, dry, 10847, food service",0.125,Pound,56.7,200,0,0,12,38,3,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.99,0,0,0,0,0,0,0,0
"    olives, black, canned",0.03125,Quart,16.8,19.32,16.15,2.14,0.14,1.05,0.54,0.03,0,0,0,0.51,1.79,0.24,1.33,0.15,0,0,13.44,67.7,3.39,6.77,0,39.82,0,0,0.01,0.01,0,0,0,0.15,0,0,0.28,0,0,0.24,0,14.78,0,0.04,0,0,0.55,0.67,0,0,0.5,1.34,0.15,123.48,0.04,0.01,0.14,0,0,1.73
"    tomatoes, crushed",0.3125,Pound,141.75,34.86,0,0,2.32,6.97,1.74,0,5.23,0,0,0,0,0,0,0,0,0,128.22,929.49,46.47,92.95,0,0,0,0,0,0,0,0,0,13.94,0,0,0,0,0,0,0,46.47,0,0,0,0,0.84,0,0,0,0,220.75,0,325.32,0,0,0,0,0,0
    nutritional yeast,0.067708,Ounce-weight,1.92,7.41,0.76,0.12,0.97,0.69,0.4,0,0,0,0,0.3,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0,1.51,1.24,5.89,5.89,0.76,2.25,1.77,0,0,0,0,0,0,0,0.02,0.77,0,0,0,0,0.1,2.84,0.02,0,16.55,33.78,0,3.34,0.24,0,0,0,0,0
